GenoneName_query	TaxonID_query	LocusTag_query	GI_query	RefSeqAcc_query	GeneName_query	ProductName_query	Inparalog_query_genome	GenomeName_hit	TaxonID_hit	LocusTag_hit	GI_hit	RefSeqAcc_hit	GeneName_hit	ProductName_hit	Inparalog_hit_genome	analysis_type	Ortholuge_Class
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Arthrobacter sp. Rue61a	1118963	ARUE_c02820	403525373	YP_006660260		DNA repair protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium tuberculosis CCDC5079	443149	CCDC5079_0866	385993991	YP_005912289		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium tuberculosis H37Rv	83332	RVBD_0937c	397672758	YP_006514293		Ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium massiliense str. GO 06	1198627	MYCMA_0545	397678781	YP_006520316		DNA repair protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas fluorescens F113	1114970	PSF113_2699	378950610	YP_005208098		Ku domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Clostridium sp. BNL1100	755731	Clo1100_0392	376259763	YP_005146483		Ku protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium intracellulare MOTT-02	1138382	OCO_09230	379752936	YP_005341608		ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Ralstonia pickettii 12J	402626	Rpic_0502	187927602	YP_001898089		Ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Azoarcus sp. BH72	62928	azo1740	119898031	YP_933244.1		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bordetella petrii DSM 12804	340100	Bpet3442	163857755	YP_001632053		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein				Rv0937c	15608077	NP_215452.1		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pedobacter saltans DSM 12145	762903	Pedsa_1058	325103797	YP_004273451		Ku protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus anthracis str. Ames	198094	BA_0808	30260949	NP_843326.1		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Burkholderia ambifaria AMMD	339670	Bamb_5611	115360355	YP_777492.1		Ku domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Halothermothrix orenii H 168	373903	Hore_03400	220931188	YP_002508096		Ku family containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Ralstonia pickettii 12D	428406	Rpic12D_0489	241662107	YP_002980467		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Clostridium cellulolyticum H10	394503	Ccel_0364	220927820	YP_002504729		Ku protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Clostridium phytofermentans ISDg	357809	Cphy_1728	160879871	YP_001558839		Ku protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Chelativorans sp. BNC1	266779	Meso_1151	110633504	YP_673712.1		Ku domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Chelativorans sp. BNC1	266779	Meso_1149	110633502	YP_673710.1		Ku domain-containing protein	Meso_1151; Ku domain-containing protein ; GI:110633504; RefSeq:YP_673712.1	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Parachlamydia acanthamoebae UV7	765952	PUV_10680	338175062	YP_004651872		putative DNA repair protein Fjoh_3304		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Thermoanaerobacterium xylanolyticum LX-11	858215	Thexy_0580	333896429	YP_004470303		Ku protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus licheniformis ATCC 14580	279010	BL03627	163119387	YP_078679.2	ykoV	cytochrome c heme-binding site protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Agrobacterium tumefaciens str. C58	176299	Atu4631	159186250	NP_356031.2		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Xanthomonas campestris pv. campestris str. B100	509169	xccb100_0114	188989510	YP_001901520		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Caulobacter sp. K31	366602	Caul_1773	167645737	YP_001683400		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus pumilus SAFR-032	315750	BPUM_1667	157692444	YP_001486906	ykoV	Ku-like DNA end-binding protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Sphingobacterium sp. 21	743722	Sph21_3426	326800815	YP_004318634		DNA repair protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Frankia sp. EAN1pec	298653	Franean1_0921	158312775	YP_001505283		Ku family containing protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus cereus Q1	361100	BCQ_0897	222094559	YP_002528619		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas putida GB-1	76869	PputGB1_2640	167033644	YP_001668875		Ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Variovorax paradoxus EPS	595537	Varpa_0531	319791223	YP_004152863		ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Variovorax paradoxus EPS	595537	Varpa_2795	319793459	YP_004155099		ku protein	Varpa_0531; ku protein ; GI:319791223; RefSeq:YP_004152863	ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus thuringiensis str. Al Hakam	412694	BALH_0737	118476472	YP_893623.1		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Isoptericola variabilis 225	743718	Isova_2007	334337485	YP_004542637		DNA repair protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Coxiella burnetii RSA 331	360115	COXBURSA331_A2134	161830303	YP_001597748		Ku protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Gramella forsetii KT0803	411154	GFO_0299	120434666	YP_860355.1		Ku70/Ku80 domain-containing protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Desulfitobacterium hafniense Y51	138119	DSY2556	89895302	YP_518789.1		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Kineococcus radiotolerans SRS30216	266940	Krad_4108	152968051	YP_001363835		Ku family containing protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium gilvum PYR-GCK	350054	Mflv_1826	145222416	YP_001133094		Ku domain-containing protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Gluconacetobacter diazotrophicus PAl 5 NC_010123	272568	GDI_0170	162146002	YP_001600460		DNA binding protein	GDI_0168; DNA binding protein ; GI:162146000; RefSeq:YP_001600458	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Gluconacetobacter diazotrophicus PAl 5 NC_010123	272568	GDI_0168	162146000	YP_001600458		DNA binding protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Streptomyces avermitilis MA-4680	227882	SAV_879	29827420	NP_822054.1	ku2	Ku70/Ku80 protein	SAV_2945; Ku70/Ku80 protein ; GI:29829487; RefSeq:NP_824121.1	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Streptomyces avermitilis MA-4680	227882	SAV_2945	29829487	NP_824121.1	ku1	Ku70/Ku80 protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium sp. MCS	164756	Mmcs_4361	108801325	YP_641522.1		DNA end-binding protein Ku		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Anaeromyxobacter sp. Fw109-5	404589	Anae109_0938	153003806	YP_001378131		Ku family containing protein	Anae109_1008; Ku family containing protein ; GI:153003876; RefSeq:YP_001378201	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Anaeromyxobacter sp. Fw109-5	404589	Anae109_1008	153003876	YP_001378201		Ku family containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Thermoanaerobacter pseudethanolicus ATCC 33223	340099	Teth39_0476	167036900	YP_001664478		Ku domain-containing protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Azorhizobium caulinodans ORS 571	438753	AZC_1007	158422631	YP_001523923		ATP-dependent DNA ligase Ku		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Azorhizobium caulinodans ORS 571	438753	AZC_1005	158422629	YP_001523921		ATP-dependent DNA ligase Ku	AZC_1007; ATP-dependent DNA ligase Ku ; GI:158422631; RefSeq:YP_001523923	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Beijerinckia indica subsp. indica ATCC 9039	395963	Bind_0381	182677377	YP_001831523		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Beijerinckia indica subsp. indica ATCC 9039	395963	Bind_0383	182677379	YP_001831525		Ku protein	Bind_0381; Ku protein ; GI:182677377; RefSeq:YP_001831523	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Anaeromyxobacter dehalogenans 2CP-1	455488	A2cp1_1021	220916134	YP_002491438		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Methanosaeta concilii GP-6	990316	MCON_3252	330508919	YP_004385347		Ku protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Ramlibacter tataouinensis TTB310	365046	Rta_10200	337278652	YP_004618123	kulA	KU YkoV-like family		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Rhodococcus equi 103S	685727	REQ_22340	312139634	YP_004006970		ATP-dependent helicase		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Frankia sp. CcI3	106370	Francci3_3805	86742484	YP_482884.1		DNA end-binding protein Ku		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas aeruginosa PA7	381754	PSPA7_3156	152987080	YP_001348516		Ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Burkholderia ambifaria MC40-6	398577	BamMC406_6341	172065614	YP_001816326		Ku protein		ortholuge	Borderline-SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Rhodobacter sphaeroides ATCC 17025	349102	Rsph17025_1263	146277310	YP_001167469		Ku domain-containing protein		ortholuge	Borderline-SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Rhodobacter sphaeroides ATCC 17025	349102	Rsph17025_2434	146278468	YP_001168627		Ku domain-containing protein	Rsph17025_1263; Ku domain-containing protein ; GI:146277310; RefSeq:YP_001167469	ortholuge	Borderline-SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Carboxydothermus hydrogenoformans Z-2901	246194	CHY_0027	78043847	YP_358899.1		KU domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Ochrobactrum anthropi ATCC 49188	439375	Oant_4314	153011629	YP_001372843		Ku family containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Ochrobactrum anthropi ATCC 49188	439375	Oant_4316	153011631	YP_001372845		Ku family containing protein	Oant_4314; Ku family containing protein ; GI:153011629; RefSeq:YP_001372843	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Burkholderia xenovorans LB400	266265	Bxe_A2329	91783487	YP_558693.1		Ku-domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Methanobacterium sp. AL-21	868132	Metbo_2386	325960105	YP_004291571		Ku domain-containing protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Thermoanaerobacter sp. X514	399726	Teth514_0953	167039605	YP_001662590		Ku domain-containing protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Arthrobacter chlorophenolicus A6	452863	Achl_0521	220911300	YP_002486609		Ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus polymyxa SC2	886882	PPSC2_c1250	310640713	YP_003945471		ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas stutzeri ATCC 17588 = LMG 11199	96563	PSTAB_2050	339494127	YP_004714420		KU domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Rubrivivax gelatinosus IL144	983917	RGE_37590	383759611	YP_005438597		DNA end-binding protein Ku		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium abscessus ATCC 19977	561007	MAB_1032c	169628127	YP_001701776		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus cereus E33L	288681	BCZK0706	52144518	YP_082310.1		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Parvibaculum lavamentivorans DS-1	402881	Plav_2978	154253418	YP_001414242		Ku domain-containing protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Burkholderia gladioli BSR3	999541	bgla_1g12420	330816170	YP_004359875		Ku domain protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Rhodopseudomonas palustris HaA2	316058	RPB_0698	86747824	YP_484320.1		Ku-like protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Rhodopseudomonas palustris HaA2	316058	RPB_1875	86748998	YP_485494.1		Ku-like protein	RPB_0698; Ku-like protein ; GI:86747824; RefSeq:YP_484320.1	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Leifsonia xyli subsp. xyli str. CTCB07	281090	Lxx15680	50955190	YP_062478.1		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas syringae pv. syringae B728a	205918	Psyr_3246	66046475	YP_236316.1		Ku		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas fluorescens SBW25	216595	PFLU2912	229590371	YP_002872490		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Amycolicicoccus subflavus DQS3-9A1	443218	AS9A_4181	333921833	YP_004495414		putative DNA repair protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus subtilis BSn5	936156	BSn5_18740	321315094	YP_004207381		ATP-dependent DNA ligase subunit		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Hyphomicrobium sp. MC1	717785	HYPMC_2435	338739258	YP_004676220		putative DNA repair protein Hden_1068		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium sp. JLS	164757	Mjls_4741	126437306	YP_001072997		DNA end-binding protein Ku		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas aeruginosa UCBPP-PA14	208963	PA14_36760	116050093	YP_791093.1		KU domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas putida KT2440	160488	PP_3255	26989973	NP_745398.1		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Microlunatus phosphovorus NM-1	1032480	MLP_32350	336118880	YP_004573652		DNA end-binding protein Ku		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium bovis BCG str. Tokyo 172	561275	JTY_0961	224989333	YP_002644020		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Candidatus Desulforudis audaxviator MP104C	477974	Daud_0594	169830778	YP_001716760		Ku domain-containing protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Xanthomonas campestris pv. vesicatoria str. 85-10	316273	XCV0109	78045665	YP_361840.1		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Xanthomonas axonopodis pv. citrumelo F1	981368	XACM_0108	346723048	YP_004849717		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Burkholderia pseudomallei 1106a	357348	BURPS1106A_A2989	126456321	YP_001077018		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Streptomyces hygroscopicus subsp. jinggangensis 5008	1133850	SHJG_6418	386842500	YP_006247558		Ku70/Ku80 protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Coxiella burnetii CbuG_Q212	434923	CbuG_0043	212211711	YP_002302647		hypothetical DNA-binding protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Acidovorax ebreus TPSY	535289	Dtpsy_1335	222110536	YP_002552800		ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Natranaerobius thermophilus JW/NM-WN-LF	457570	Nther_0137	188584779	YP_001916324		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus amyloliquefaciens FZB42	326423	RBAM_013190	154685752	YP_001420913	ykoV	YkoV		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Sorangium cellulosum 'So ce 56'	448385	sce2664	162450936	YP_001613303		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus mucilaginosus KNP414	1036673	KNP414_07347	337751562	YP_004645724		Cytochrome c heme-binding site protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus mucilaginosus KNP414	1036673	KNP414_05587	337749819	YP_004643981		Cytochrome c heme-binding site protein	KNP414_07347; Cytochrome c heme-binding site protein ; GI:337751562; RefSeq:YP_004645724	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Oligotropha carboxidovorans OM5	504832	OCAR_6719	209885838	YP_002289695		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Sinorhizobium fredii NGR234	394	NGR_c27840	227823312	YP_002827284		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Stenotrophomonas maltophilia R551-3	391008	Smal_0025	194363803	YP_002026413		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus sp. JDR-2	324057	Pjdr2_4983	251798949	YP_003013680		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Nitrobacter hamburgensis X14	323097	Nham_3917	92119337	YP_579066.1		hypothetical protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Nitrobacter hamburgensis X14	323097	Nham_3871	92119302	YP_579031.1		hypothetical protein		rbb	
